[2026-07-01T12:50:14-0700] watchdog starting interval=60s stale=600s
[2026-07-01T12:50:15-0700] runner active pids=[54360, 54362, 54367]; freshness=0s; completed=0/6; current=top-level
[2026-07-02T06:07:19-0700] runner active pids=[70182, 70183, 70184]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:08:20-0700] runner active pids=[70182, 70183, 70184]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:09:20-0700] runner active pids=[70182, 70183, 70184]; freshness=32s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:10:20-0700] runner active pids=[70182, 70183, 70184]; freshness=92s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:11:20-0700] runner active pids=[70182, 70183, 70184]; freshness=152s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:12:20-0700] runner active pids=[70182, 70183, 70184]; freshness=212s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:13:20-0700] runner active pids=[70182, 70183, 70184]; freshness=272s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:14:20-0700] runner active pids=[70182, 70183, 70184]; freshness=332s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:15:20-0700] runner active pids=[70182, 70183, 70184]; freshness=392s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:16:20-0700] runner active pids=[70182, 70183, 70184]; freshness=453s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:17:20-0700] runner active pids=[70182, 70183, 70184]; freshness=513s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:18:21-0700] runner active pids=[70182, 70183, 70184]; freshness=573s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:19:21-0700] stale runner detected age=633s pids=[70182, 70183, 70184]; terminating and resuming
[2026-07-02T06:19:26-0700] launched resume session=gitlab_alloc_resume_uce_budget160_rep1_30 job=gitlab_strong_allocation_spruce_budget160_rep1 next_t=30 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160/logs/gitlab_strong_allocation_spruce_budget160_rep1_trial0_2026-07-02T12-22-26Z_MERGED_SO_FAR.jsonl
[2026-07-02T06:20:26-0700] runner active pids=[77264, 77265, 77266]; freshness=22s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:21:26-0700] runner active pids=[77264, 77265, 77266]; freshness=16s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:22:26-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:23:26-0700] runner active pids=[77264, 77265, 77266]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:24:27-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:25:27-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:26:27-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:27:27-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:28:27-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:29:27-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:30:27-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:31:27-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:32:27-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:33:27-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:34:28-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:35:28-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:36:28-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:37:28-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:38:28-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:39:28-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:40:28-0700] runner active pids=[77264, 77265, 77266]; freshness=21s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:41:28-0700] runner active pids=[77264, 77265, 77266]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:42:28-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:43:28-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:44:29-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:45:29-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:46:29-0700] runner active pids=[77264, 77265, 77266]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:47:29-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:48:29-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:49:29-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:50:29-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:51:29-0700] runner active pids=[77264, 77265, 77266]; freshness=12s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:52:29-0700] runner active pids=[77264, 77265, 77266]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:53:29-0700] runner active pids=[77264, 77265, 77266]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:54:30-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:55:30-0700] runner active pids=[77264, 77265, 77266]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:56:30-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:57:30-0700] runner active pids=[77264, 77265, 77266]; freshness=15s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:58:30-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T06:59:30-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:00:30-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:01:30-0700] runner active pids=[77264, 77265, 77266]; freshness=11s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:02:30-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:03:30-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:04:31-0700] runner active pids=[77264, 77265, 77266]; freshness=10s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:05:31-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:06:31-0700] runner active pids=[77264, 77265, 77266]; freshness=22s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:07:31-0700] runner active pids=[77264, 77265, 77266]; freshness=20s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:08:31-0700] runner active pids=[77264, 77265, 77266]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:09:31-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:10:31-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:11:31-0700] runner active pids=[77264, 77265, 77266]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:12:31-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:13:31-0700] runner active pids=[77264, 77265, 77266]; freshness=28s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:14:32-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:15:32-0700] runner active pids=[77264, 77265, 77266]; freshness=52s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:16:32-0700] runner active pids=[77264, 77265, 77266]; freshness=10s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:17:32-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:18:32-0700] runner active pids=[77264, 77265, 77266]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:19:32-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:20:32-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:21:32-0700] runner active pids=[77264, 77265, 77266]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:22:32-0700] runner active pids=[77264, 77265, 77266]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:23:32-0700] runner active pids=[77264, 77265, 77266]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:24:33-0700] runner active pids=[77264, 77265, 77266]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:25:33-0700] runner active pids=[77264, 77265, 77266]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:26:33-0700] runner active pids=[77264, 77265, 77266]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:27:33-0700] runner active pids=[77264, 77265, 77266]; freshness=13s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:28:33-0700] runner active pids=[77264, 77265, 77266]; freshness=53s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:29:33-0700] runner active pids=[77264, 77265, 77266]; freshness=113s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:30:33-0700] runner active pids=[77264, 77265, 77266]; freshness=173s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:31:33-0700] runner active pids=[77264, 77265, 77266]; freshness=234s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:32:33-0700] runner active pids=[77264, 77265, 77266]; freshness=294s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:33:33-0700] runner active pids=[77264, 77265, 77266]; freshness=354s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:34:34-0700] runner active pids=[77264, 77265, 77266]; freshness=414s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:35:34-0700] runner active pids=[77264, 77265, 77266]; freshness=474s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:36:34-0700] runner active pids=[77264, 77265, 77266]; freshness=534s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:37:34-0700] runner active pids=[77264, 77265, 77266]; freshness=594s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:38:34-0700] stale runner detected age=654s pids=[77264, 77265, 77266]; terminating and resuming
[2026-07-02T07:38:39-0700] launched resume session=gitlab_alloc_resume_uce_budget160_rep1_59 job=gitlab_strong_allocation_spruce_budget160_rep1 next_t=59 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160/logs/gitlab_strong_allocation_spruce_budget160_rep1_trial0_2026-07-02T12-22-26Z_MERGED_SO_FAR.jsonl
[2026-07-02T07:39:39-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:40:40-0700] runner active pids=[85428, 85429, 85430]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:41:40-0700] runner active pids=[85428, 85429, 85430]; freshness=10s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:42:40-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:43:40-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:44:40-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:45:40-0700] runner active pids=[85428, 85429, 85430]; freshness=11s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:46:40-0700] runner active pids=[85428, 85429, 85430]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:47:40-0700] runner active pids=[85428, 85429, 85430]; freshness=12s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:48:40-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:49:40-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:50:41-0700] runner active pids=[85428, 85429, 85430]; freshness=19s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:51:41-0700] runner active pids=[85428, 85429, 85430]; freshness=52s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:52:41-0700] runner active pids=[85428, 85429, 85430]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:53:41-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:54:41-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:55:41-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:56:41-0700] runner active pids=[85428, 85429, 85430]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:57:41-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:58:41-0700] runner active pids=[85428, 85429, 85430]; freshness=22s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T07:59:41-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:00:41-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:01:42-0700] runner active pids=[85428, 85429, 85430]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:02:42-0700] runner active pids=[85428, 85429, 85430]; freshness=8s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:03:42-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:04:42-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:05:42-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:06:42-0700] runner active pids=[85428, 85429, 85430]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:07:42-0700] runner active pids=[85428, 85429, 85430]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:08:42-0700] runner active pids=[85428, 85429, 85430]; freshness=24s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:09:42-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:10:43-0700] runner active pids=[85428, 85429, 85430]; freshness=2s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:11:43-0700] runner active pids=[85428, 85429, 85430]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:12:43-0700] runner active pids=[85428, 85429, 85430]; freshness=28s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:13:43-0700] runner active pids=[85428, 85429, 85430]; freshness=9s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:14:43-0700] runner active pids=[85428, 85429, 85430]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:15:43-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:16:43-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:17:43-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:18:43-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:19:43-0700] runner active pids=[85428, 85429, 85430]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:20:44-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:21:44-0700] runner active pids=[85428, 85429, 85430]; freshness=6s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:22:44-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:23:44-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:24:44-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:25:44-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:26:44-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:27:44-0700] runner active pids=[85428, 85429, 85430]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:28:44-0700] runner active pids=[85428, 85429, 85430]; freshness=12s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:29:44-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:30:45-0700] runner active pids=[85428, 85429, 85430]; freshness=14s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:31:45-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:32:45-0700] runner active pids=[85428, 85429, 85430]; freshness=8s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:33:45-0700] runner active pids=[85428, 85429, 85430]; freshness=11s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:34:45-0700] runner active pids=[85428, 85429, 85430]; freshness=7s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:35:45-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:36:45-0700] runner active pids=[85428, 85429, 85430]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:37:45-0700] runner active pids=[85428, 85429, 85430]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:38:45-0700] runner active pids=[85428, 85429, 85430]; freshness=9s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:39:45-0700] runner active pids=[85428, 85429, 85430]; freshness=42s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:40:46-0700] runner active pids=[85428, 85429, 85430]; freshness=11s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:41:46-0700] runner active pids=[85428, 85429, 85430]; freshness=13s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:42:46-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:43:46-0700] runner active pids=[85428, 85429, 85430]; freshness=1s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:44:46-0700] runner active pids=[85428, 85429, 85430]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:45:46-0700] runner active pids=[85428, 85429, 85430]; freshness=4s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:46:46-0700] runner active pids=[85428, 85429, 85430]; freshness=3s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:47:46-0700] runner active pids=[85428, 85429, 85430]; freshness=12s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:48:46-0700] runner active pids=[85428, 85429, 85430]; freshness=33s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:49:46-0700] runner active pids=[85428, 85429, 85430]; freshness=93s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:50:47-0700] runner active pids=[85428, 85429, 85430]; freshness=153s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:51:47-0700] runner active pids=[85428, 85429, 85430]; freshness=213s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:52:47-0700] runner active pids=[85428, 85429, 85430]; freshness=273s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:53:47-0700] runner active pids=[85428, 85429, 85430]; freshness=333s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:54:47-0700] runner active pids=[85428, 85429, 85430]; freshness=393s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:55:47-0700] runner active pids=[85428, 85429, 85430]; freshness=453s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:56:47-0700] runner active pids=[85428, 85429, 85430]; freshness=513s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:57:47-0700] runner active pids=[85428, 85429, 85430]; freshness=573s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T08:58:47-0700] stale runner detected age=634s pids=[85428, 85429, 85430]; terminating and resuming
[2026-07-02T08:58:53-0700] launched resume session=gitlab_alloc_resume_uce_budget160_rep1_89 job=gitlab_strong_allocation_spruce_budget160_rep1 next_t=89 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160/logs/gitlab_strong_allocation_spruce_budget160_rep1_trial0_2026-07-02T12-22-26Z_MERGED_SO_FAR.jsonl
[2026-07-02T08:59:53-0700] runner active pids=[93101, 93102, 93103]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T09:00:53-0700] runner active pids=[93101, 93102, 93103]; freshness=0s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
[2026-07-02T09:01:53-0700] runner active pids=[93101, 93102, 93103]; freshness=5s; completed=3/6; current=gitlab_strong_allocation_spruce_budget160_rep1
