[2026-07-03T12:16:56-0700] watchdog starting interval=60s stale=600s
[2026-07-03T12:16:56-0700] runner active pids=[23022, 23024, 23029]; freshness=0s; completed=0/2; current=top-level
[2026-07-03T18:13:32-0700] runner active pids=[77794, 77795, 77796]; freshness=435s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:14:32-0700] runner active pids=[77794, 77795, 77796]; freshness=495s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:15:32-0700] runner active pids=[77794, 77795, 77796]; freshness=555s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:16:32-0700] stale runner detected age=615s pids=[77794, 77795, 77796]; terminating and resuming
[2026-07-03T18:16:38-0700] launched resume session=gitlab_alloc_resume_ast_budget160_rep0_89 job=gitlab_strong_allocation_spruce_fast_budget160_rep0 next_t=89 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_MERGED_SO_FAR.jsonl
[2026-07-03T18:17:38-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:18:38-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:19:38-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:20:38-0700] runner active pids=[85833, 85834, 85835]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:21:38-0700] runner active pids=[85833, 85834, 85835]; freshness=9s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:22:38-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:23:39-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:24:39-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:25:39-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:26:39-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:27:39-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:28:39-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:29:39-0700] runner active pids=[85833, 85834, 85835]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:30:39-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:31:39-0700] runner active pids=[85833, 85834, 85835]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:32:40-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:33:40-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:34:40-0700] runner active pids=[85833, 85834, 85835]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:35:40-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:36:40-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:37:40-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:38:40-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:39:40-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:40:41-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:41:41-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:42:41-0700] runner active pids=[85833, 85834, 85835]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:43:41-0700] runner active pids=[85833, 85834, 85835]; freshness=12s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:44:41-0700] runner active pids=[85833, 85834, 85835]; freshness=12s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:45:41-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:46:41-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:47:41-0700] runner active pids=[85833, 85834, 85835]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:48:41-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:49:42-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:50:42-0700] runner active pids=[85833, 85834, 85835]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:51:42-0700] runner active pids=[85833, 85834, 85835]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:52:42-0700] runner active pids=[85833, 85834, 85835]; freshness=9s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:53:42-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:54:42-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:55:42-0700] runner active pids=[85833, 85834, 85835]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:56:42-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:57:42-0700] runner active pids=[85833, 85834, 85835]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:58:43-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:59:43-0700] runner active pids=[85833, 85834, 85835]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:00:43-0700] runner active pids=[85833, 85834, 85835]; freshness=42s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:01:43-0700] runner active pids=[85833, 85834, 85835]; freshness=102s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:02:43-0700] runner active pids=[85833, 85834, 85835]; freshness=162s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:03:43-0700] runner active pids=[85833, 85834, 85835]; freshness=222s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:04:43-0700] runner active pids=[85833, 85834, 85835]; freshness=282s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:05:43-0700] runner active pids=[85833, 85834, 85835]; freshness=342s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:06:43-0700] runner active pids=[85833, 85834, 85835]; freshness=402s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:07:44-0700] runner active pids=[85833, 85834, 85835]; freshness=463s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:08:44-0700] runner active pids=[85833, 85834, 85835]; freshness=523s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:09:44-0700] runner active pids=[85833, 85834, 85835]; freshness=583s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:10:44-0700] stale runner detected age=643s pids=[85833, 85834, 85835]; terminating and resuming
[2026-07-03T19:10:49-0700] launched resume session=gitlab_alloc_resume_ast_budget160_rep0_118 job=gitlab_strong_allocation_spruce_fast_budget160_rep0 next_t=118 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_MERGED_SO_FAR.jsonl
[2026-07-03T19:11:50-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:12:50-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:13:50-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:14:50-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:15:50-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:16:50-0700] runner active pids=[92928, 92929, 92931]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:17:50-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:18:50-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:19:50-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:20:50-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:21:51-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:22:51-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:23:51-0700] runner active pids=[92928, 92929, 92931]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:24:51-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:25:51-0700] runner active pids=[92928, 92929, 92931]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:26:51-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:27:51-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:28:51-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:29:52-0700] runner active pids=[92928, 92929, 92931]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:30:52-0700] runner active pids=[92928, 92929, 92931]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:31:52-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:32:52-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:33:52-0700] runner active pids=[92928, 92929, 92931]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:34:52-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:35:52-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:36:52-0700] runner active pids=[92928, 92929, 92931]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:37:52-0700] runner active pids=[92928, 92929, 92931]; freshness=14s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:38:53-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:39:53-0700] runner active pids=[92928, 92929, 92931]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:40:53-0700] runner active pids=[92928, 92929, 92931]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:41:53-0700] runner active pids=[92928, 92929, 92931]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:42:53-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:43:53-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:44:53-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:45:53-0700] runner active pids=[92928, 92929, 92931]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:46:54-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:47:54-0700] runner active pids=[92928, 92929, 92931]; freshness=18s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:48:54-0700] runner active pids=[92928, 92929, 92931]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:49:54-0700] runner active pids=[92928, 92929, 92931]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:50:54-0700] runner active pids=[92928, 92929, 92931]; freshness=7s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:51:54-0700] runner active pids=[92928, 92929, 92931]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:52:54-0700] runner active pids=[92928, 92929, 92931]; freshness=14s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:53:54-0700] runner active pids=[92928, 92929, 92931]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:54:54-0700] runner active pids=[92928, 92929, 92931]; freshness=14s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:55:55-0700] runner active pids=[92928, 92929, 92931]; freshness=48s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:56:55-0700] runner active pids=[92928, 92929, 92931]; freshness=108s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:57:55-0700] runner active pids=[92928, 92929, 92931]; freshness=168s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:58:55-0700] runner active pids=[92928, 92929, 92931]; freshness=228s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T19:59:55-0700] runner active pids=[92928, 92929, 92931]; freshness=288s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:00:55-0700] runner active pids=[92928, 92929, 92931]; freshness=348s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:01:55-0700] runner active pids=[92928, 92929, 92931]; freshness=408s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:02:55-0700] runner active pids=[92928, 92929, 92931]; freshness=468s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:03:55-0700] runner active pids=[92928, 92929, 92931]; freshness=528s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:04:56-0700] runner active pids=[92928, 92929, 92931]; freshness=589s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:05:56-0700] stale runner detected age=649s pids=[92928, 92929, 92931]; terminating and resuming
[2026-07-03T20:06:01-0700] launched resume session=gitlab_alloc_resume_ast_budget160_rep0_148 job=gitlab_strong_allocation_spruce_fast_budget160_rep0 next_t=148 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_MERGED_SO_FAR.jsonl
[2026-07-03T20:07:01-0700] runner active pids=[287, 288, 289]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:08:01-0700] runner active pids=[287, 288, 289]; freshness=7s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:09:02-0700] runner active pids=[287, 288, 289]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:10:02-0700] runner active pids=[287, 288, 289]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:11:02-0700] runner active pids=[287, 288, 289]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:12:02-0700] runner active pids=[287, 288, 289]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:13:02-0700] runner active pids=[287, 288, 289]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:14:02-0700] runner active pids=[287, 288, 289]; freshness=20s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:15:02-0700] runner active pids=[287, 288, 289]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:16:02-0700] runner active pids=[287, 288, 289]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:17:02-0700] runner active pids=[287, 288, 289]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:18:03-0700] runner active pids=[287, 288, 289]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:19:03-0700] runner active pids=[287, 288, 289]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:20:03-0700] runner active pids=[287, 288, 289]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:21:03-0700] runner active pids=[287, 288, 289]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:22:03-0700] runner active pids=[287, 288, 289]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:23:03-0700] runner active pids=[287, 288, 289]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:24:03-0700] runner active pids=[287, 288, 289]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:25:03-0700] runner active pids=[287, 288, 289]; freshness=11s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T20:26:03-0700] merged gitlab_strong_allocation_spruce_fast_budget160_rep0 FULL log: /Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_FULL.jsonl rows=160 successes=96
[2026-07-03T20:26:03-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:27:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:28:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:29:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:30:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:31:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:32:04-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:33:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:34:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:35:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:36:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:37:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:38:05-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:39:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:40:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:41:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:42:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:43:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:44:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:45:06-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:46:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:47:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:48:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:49:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:50:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:51:07-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:52:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:53:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:54:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:55:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:56:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:57:08-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:58:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T20:59:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:00:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:01:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:02:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:03:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:04:09-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:05:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:06:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:07:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:08:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:09:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:10:10-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:11:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:12:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:13:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:14:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:15:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:16:11-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:17:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:18:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:19:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:20:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:21:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:22:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:23:12-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:24:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:25:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:26:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:27:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:28:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:29:13-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:30:14-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:31:14-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:32:14-0700] all GitLab allocation 160 jobs have complete FULL logs
[2026-07-03T21:33:14-0700] all GitLab allocation 160 jobs have complete FULL logs
